Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index
angelica_mandy,1992-08-25,F,1.56,,12.0,4.802827901593342
roger_lloyd_pack,1944-02-08,M,1.88,/m/0g96wd,60.0,4.802827901593342
aramis_knight,1999-10-03,M,,,7.0,4.802667920901733
maia_brewton,1977-09-30,F,,,7.0,4.802622162453681
brittany_snow,1986-03-09,F,1.63,,18.0,4.801645244918526
maria_menounos,1978-06-08,F,1.721,/m/038723,27.0,4.801186934270583
john_hurt,1940-01-22,M,1.75,/m/02w7gg,40.0,4.800987011434952
steve_frye,,M,,,,4.800949643918672
don_edwards,,M,,,,4.800949643918672
ty_hillman,,M,,,,4.800949643918672
william_'buddy'_byrd,,M,,,,4.800949643918672
masi_oka,1974-12-27,M,1.676,/m/0cn68,29.0,4.800904497228286
adam_godley,1964-07-22,M,1.854,,39.0,4.80088824640702
sarah_clarke,1972-02-16,F,1.62,,30.0,4.800819997227609
michelle_nagy,,F,,,,4.8007915061677835
geoffrey_blake,1962-08-20,M,,,25.0,4.800506656235171
steve_allen,1921-12-26,M,1.9,,70.0,4.800088439347963
felicia_farr,1932-10-04,F,,,59.0,4.800088439347963
jocelyn_quivrin,1979-02-14,M,,,26.0,4.800061586653883
kayvan_novak,1978-11-23,M,1.85,/m/02q206y,27.0,4.800061586653883
mazhar_munir,,M,,,,4.800061586653883
shahid_ahmed,,M,,,,4.800061586653883
luke_barnett,1983-02-13,M,,,22.0,4.800061586653883
katie_foster,1984-04-20,F,,,21.0,4.800061586653883
daisy_tormé,,F,,,,4.800061586653883
nicky_henson,1945-05-12,M,1.75,,60.0,4.800061586653883
susan_allenback,,,,,,4.800061586653883
amr_waked,1972,M,,,33.0,4.800061586653883
francesco_cabras,1966-05-27,M,,,34.0,4.79980829420495
doug_e._doug,1970-01-07,M,,/m/0x67,21.0,4.799602257457886
elise_neal,1966-03-14,F,1.63,/m/0x67,30.0,4.799224255036488
nas,1973-09-14,M,1.765,/m/0x67,25.0,4.799187458618596
elaine_stritch,1925-02-02,F,1.71,,61.0,4.799153347294987
vincent_ebrahim,1951,M,,,54.0,4.798678315641661
peter_kay,1973-07-02,M,1.727,,32.0,4.798678315641661
noni_lewis,,F,,,,4.798678315641661
edward_kelsey,1930,M,,,75.0,4.798678315641661
robert_horvath,,M,,,,4.798678315641661
nicholas_smith,1934-03-05,M,,,71.0,4.798678315641661
pete_atkin,1945-08-22,M,,,60.0,4.798678315641661
ben_whitehead,,M,,,,4.798678315641661
erik_knudsen,1988-03-25,M,1.676,,17.0,4.798596959748922
bobbe'_j._thompson,1996-02-28,M,,,8.0,4.798558997503311
peter_burroughs,1947,M,,,35.0,4.798442912667459
nathan_lee_graham,1968-09-09,M,,,34.0,4.798414561189264
andrea_corr,1974-05-17,F,1.55,/m/06fczy,17.0,4.79821854336802
ron_taylor,1952-10-16,M,,,38.0,4.7980697932703285
ingvar_hirdwall,1934-12-05,M,,,74.0,4.797900808383195
marika_lagercrantz,1954-07-12,F,,,54.0,4.797900808383195
sven-bertil_taube,1934-11-24,M,,/m/06mvq,74.0,4.797900808383195
peter_haber,1952-12-12,M,1.79,,56.0,4.797900808383195
michalis_koutsogiannakis,1959-11-22,M,,,49.0,4.797900808383195
sofia_ledarp,1974-04-08,F,,,34.0,4.797900808383195
georgi_staykov,1964-08-10,M,,/m/013s41,44.0,4.797900808383195
annika_hallin,1968-02-16,F,,,41.0,4.797900808383195
peter_andersson,1953-02-12,M,,,56.0,4.797900808383195
tatum_mccann,1999-03-25,F,,,7.0,4.797871963067606
josh_zuckerman,1985-04-01,M,1.78,,23.0,4.797730827172741
seth_ginsberg,1990-12-08,M,,,19.0,4.797647819555494
vivis_colombetti,,,,,,4.797647819555494
molly_ephraim,1986-05-22,F,,,24.0,4.797647819555494
william_juan_prieto,,,,,,4.797647819555494
gabriel_johnson,,,,,,4.797647819555494
david_bierend,,M,,,,4.797647819555494
micah_sloat,1981-05-08,M,,,29.0,4.797647819555494
vivis_cortez,,F,,,,4.797647819555494
jackson_xenia_prieto,,,,,,4.797647819555494
spencer_garrett,1963-09-19,M,,,43.0,4.797522553695732
peter_graves,1926-03-18,M,1.905,,54.0,4.797193069306097
michael_tolan,1925-11-27,M,,,64.0,4.797147379882706
timothy_busfield,1957-06-12,M,1.77,,24.0,4.797039609196204
geoff_pierson,1949-06-16,M,1.84,,52.0,4.796865345628678
archie_panjabi,1972-05-31,F,1.6,/m/03cdk7b,33.0,4.796557156155529
john_shrapnel,1942-04-27,M,,/m/02w7gg,54.0,4.796367705282196
keith_robinson,1976-01-17,M,,/m/0x67,28.0,4.7961948816475415
chris_massoglia,1992-03-29,M,1.83,,17.0,4.796101320581011
eric_mabius,1971-04-22,M,1.784,/m/022dp5,24.0,4.795985851659954
john_bluthal,1929-08-12,M,,/m/041rx,67.0,4.795965964214176
adam_arkin,1956-08-19,M,1.87,,41.0,4.795941694783665
john_sayles,1950-09-28,M,1.93,,30.0,4.795701820211015
joanna_kerns,1953-02-12,F,1.72,/m/01g7zj,46.0,4.795440366925236
ian_michael_smith,1987-05-05,M,0.94,,11.0,4.795388522968479
jana_kramer,1983-12-02,F,1.63,,22.0,4.795346529027544
joseph_castanon,1997-08-19,M,,,8.0,4.795346529027544
michelle_lombardo,1983-09-16,F,1.75,,22.0,4.795346529027544
alan_au,,M,,,,4.795346529027544
mark_walton,1968-10-24,M,,,37.0,4.795160443845287
sean_bridgers,1968-03-15,M,,,26.0,4.795134677829145
gerry_skilton,,M,,,,4.794813198510824
steve_rackman,,M,,,,4.794813198510824
jared_rushton,1974-03-03,M,,,13.0,4.794750798341796
joseph_pilato,1949-03-16,M,,,35.0,4.794690577671067
tricia_vessey,1972-10-08,F,,,24.0,4.794274346871763
julia_pearlstein,,,,,,4.794274346871763
june_brown,1927-02-16,F,,,70.0,4.794274346871763
danny_goldring,,M,,,,4.794274346871763
james_pickens_jr.,1954-10-26,M,1.83,,38.0,4.793905432343472
warren_christie,1975-11-04,M,1.87,/m/03bkbh,35.0,4.79389179494063
omari_hardwick,1974-01-09,M,1.79,,32.0,4.793824365735843
sebastian_armesto,1982-06-03,M,,,23.0,4.793757509594198
christopher_mayer,1954-02-21,M,,,43.0,4.7935676201119675
justin_cooper,1988-11-17,M,,,8.0,4.7935676201119675
amanda_donohoe,1962-06-29,F,1.715,,34.0,4.7935676201119675
eriq_la_salle,1962-07-23,M,,/m/0x67,25.0,4.793363166219408
doug_lawrence,1969-01-01,M,,,35.0,4.793286098884694
jay_thomas,1948-07-12,M,,,47.0,4.793015153052261
joerg_stadler,1961,M,,,37.0,4.792745452818537
briana_evigan,1986-10-23,F,1.65,,21.0,4.792529600589802
minnie_driver,1970-01-31,F,1.8,/m/03bkbh,25.0,4.792177113030687
michael_welch,1987-07-25,M,1.77,/m/041rx,11.0,4.791958369812433
jennifer_alden,1979-01-24,F,,,26.0,4.791910963272068
bill_graham,1931-01-08,M,,/m/041rx,53.0,4.791722069645306
paul_brooke,1944-11-22,M,,/m/02w7gg,44.0,4.7911657776086
jarvis_cocker,1963-09-19,M,1.88,,46.0,4.790605827606774
hugo_guinness,,,,,,4.790605827606774
eric_chase_anderson,1973,M,,,36.0,4.790605827606774
jenny_robertson,,F,,,,4.790387760573114
david_neidorf,,,,,,4.790387760573114
rick_marzan,,,,,,4.790387760573114
tom_silardi,,,,,,4.790387760573114
lloyd_t._williams,,,,,,4.790387760573114
danny_gans,1956-10-25,M,,/m/07hwkr,31.0,4.790387760573114
michael_peter_balzary,1962-10-16,M,1.676,/m/03gskx0,27.0,4.790334228314127
shirley_henderson,1965-11-24,F,1.524,/m/03lmx1,29.0,4.790120828246467
michael_mckean,1947-10-17,M,1.83,,36.0,4.790035538774429
steve_eastin,1948-06-22,M,,,48.0,4.789938193682468
michael_mosley,1978-09-16,M,,,30.0,4.789879527221122
phyllis_kay,,F,,,,4.789879527221122
merritt_butrick,1959-09-03,M,,,22.0,4.7897206599333195
david_kelly,1929-07-11,M,,,74.0,4.7896451902770245
judd_omen,,M,,,,4.789596286591933
michael_chow,1939-02-06,M,,/m/0d2by,59.0,4.789273389037546
zhang_jingchu,1977-02-02,F,1.65,,21.0,4.789273389037546
christine_ng,1969-02-24,F,,,29.0,4.789273389037546
robert_littman,,M,,,,4.789273389037546
bruce_greenwood,1956-08-12,M,1.8,/m/044038p,26.0,4.789128108470173
hunter_parrish,1987-05-13,M,1.7,,17.0,4.789020157698286
marianne_jean-baptiste,1967-04-26,F,1.55,,32.0,4.789011748821677
marin_ireland,,F,,,,4.788827631110975
terry_bradshaw,1948-09-02,M,1.9,,32.0,4.788495818751235
gisele_bündchen,1980-07-20,F,1.8,/m/013xrm,24.0,4.7882846073611205
kenneth_tsang,1938-01-01,M,,,63.0,4.788178840825071
neve_campbell,1973-10-03,F,1.7,/m/092h2qt,23.0,4.7872852034450455
elpidia_carrillo,1961-08-16,F,1.7,,20.0,4.78721063533404
walt_dohrn,1970,M,,,40.0,4.786812524382873
david_leisure,1950-11-16,M,,,29.0,4.786373446115894
richard_lintern,,M,,,,4.786169324278112
nichelle_nichols,1932-12-28,F,1.65,/m/0x67,49.0,4.78610345195419
romany_malco,1968-11-18,M,1.73,/m/0x67,36.0,4.785572537565913
bob_joles,1959-07-16,M,,,43.0,4.785409101500579
marion_mccorry,1945-10-10,F,,,56.0,4.7854090917139915
ted_sutton,,M,,,,4.7854090917139915
rhonda_overby,,F,,,,4.7854090917139915
larry_flash_jenkins,1955-05-10,M,,/m/0x67,31.0,4.785375661941999
kenny_baker,1934-08-24,M,1.12,,46.0,4.785172271199951
linden_ashby,1960-05-23,M,1.82,,34.0,4.784983364559951
matt_dillon,1964-02-18,M,1.83,/m/07bch9,19.0,4.784736288827743
craig_hall,1974-05-10,M,,,31.0,4.784718805425196
rochelle_davis,1980-06-13,F,,,13.0,4.784651905299087
thomas_stanley,,,,,,4.784631510366767
elisa_gabrielli,1966-12-15,F,,,41.0,4.784631510366767
barry_watson,1974-04-23,M,1.82,,27.0,4.7843071847060585
shaun_duke,,M,,,,4.7842939798727855
pascal_greggory,1954-09-08,M,,,45.0,4.784199642971098
ben_stein,1944-11-25,M,1.8,/m/041rx,41.0,4.784193472037074
brian_price,,M,,,,4.784054345024967
ryan_hurst,1976-06-19,M,1.93,,24.0,4.783897935304091
constance_marie,1965-09-09,F,1.645,/m/01g7zj,31.0,4.783602895977574
michael_gaston,1962-11-05,M,1.91,,33.0,4.783510468374479
adrian_scarborough,1968,M,,/m/0d7wh,36.0,4.783443203019996
sharon_wilkins,,F,,/m/0x67,,4.783296876819358
linda_faye_farkas,,,,,,4.783022698602741
michael_rees_davis,,M,,,,4.783022698602741
alexis_smith,1921-06-08,F,1.75,,72.0,4.783022698602741
christopher_nilsson,,M,,,,4.783022698602741
ed_gale,1963-08-23,M,,,22.0,4.782959959700674
marcus_lyle_brown,1970-12-26,M,,,26.0,4.782925332183825
ed_westwick,1987-06-27,M,1.77,/m/02w7gg,19.0,4.782760391031224
douglas_barr,1949-05-01,M,,,40.0,4.7826161229410316
terry_o'neill,1948-02-27,M,,,48.0,4.782597994625282
jacinda_barrett,1972-08-02,F,1.778,/m/03gskx0,28.0,4.7825778658811275
annabelle_wallis,1984-09-25,F,1.7,,24.0,4.782334603034554
lindsay_duncan,1950-11-07,F,,/m/03lmx1,52.0,4.782118662303566
patty_mccormack,1945-08-21,F,,,63.0,4.782015934916832
christina_aguilera,1980-12-18,F,1.56,/m/02vkw95,23.0,4.781435436314894
michael_rapaport,1970-03-20,M,1.93,,22.0,4.7813878321050725
mary_louise_wilson,1931-11-12,F,,,50.0,4.781027746374137
alexandra_powers,1967-09-09,F,,,17.0,4.7806172058314
paul_kent,1930-10-13,M,,,51.0,4.780552518300366
judson_scott,1952-07-15,M,1.91,,29.0,4.780552518300366
john_winston,1933-10-24,M,,,48.0,4.780552518300366
verda_bridges,,,,,,4.780542433952177
andre_braugher,1962-07-01,M,1.829,/m/0x67,26.0,4.780502120459001
don_ameche,1908-05-31,M,1.791,,75.0,4.780396466395293
jon_stewart,1962-11-28,M,1.68,/m/041rx,32.0,4.780327581507425
dan_shor,1956-11-16,M,,,25.0,4.780041634093391
kelsey_grammer,1955-02-21,M,1.854,,41.0,4.779572042559866
sasha_barrese,1981-04-24,F,1.72,/m/03bkbh,28.0,4.779397929215885
ashley_lilley,1986-01-29,F,,/m/03lmx1,22.0,4.779132822354487
dan_rizzuto,,,,,,4.779010696690254
pat_kiernan,1968-11-20,M,,,38.0,4.779010696690254
martin_christopher,,M,,,,4.779010696690254
jonathan_lee,,M,,,,4.779010696690254
cory_martin,,,,,,4.779010696690254
cade_wagar,,,,,,4.779010696690254
randy_lee,,,,,,4.779010696690254
paul_chih-ping_cheng,,,,,,4.779010696690254
kim_raver,1969-03-15,F,1.715,,37.0,4.779010696690254
jody_racicot,,M,,,,4.779010696690254
martin_sims,,M,,,,4.779010696690254
nico_mceown,,,,,,4.779010696690254
darryl_quon,,M,,,,4.779010696690254
kerry_van_der_griend,,,,,,4.779010696690254
jason_mckinnon,,M,,,,4.779010696690254
meshach_peters,,,,,,4.779010696690254
pierfrancesco_favino,1969-08-24,M,,,37.0,4.779010696690254
teagle_f._bougere,,,,,,4.779010696690254
jason_vaisvila,,M,,,,4.779010696690254
gerald_wong,,M,,,,4.779010696690254
crystal_the_monkey,,,,,,4.779010696690254
nikki_reed,1988-05-17,F,1.66,/m/041rx,14.0,4.778716132764354
sebastian_stan,1983-08-13,M,1.8,,23.0,4.778337638462029
tony_burton,1937-03-23,M,1.83,/m/0x67,43.0,4.778298395067977
thomas_sangster,1990-05-16,M,1.79,/m/02w7gg,13.0,4.777916751530519
andrew_friedman,,M,,,,4.777907715583811
chris_palermo,,M,,,,4.777907715583811
christina_chang,1971-06-29,F,,,35.0,4.777907715583811
aubrey_plaza,1984-06-26,F,1.68,,25.0,4.777713325271133
kim_roberts,,F,,,,4.777641380521775
boyd_kestner,1964-11-23,M,,,32.0,4.777233721437336
khamani_griffin,1998-08-01,M,1.37,/m/0x67,4.0,4.777158163413795
annabelle_apsion,1963-03-22,F,1.6,/m/02w7gg,38.0,4.777043280846044
ryan_kwanten,1976-11-28,M,1.78,/m/02rp50t,30.0,4.7770387139456485
noah_ringer,1996-11-18,M,1.6,,13.0,4.776722103213845
reno_wilson,1970-01-20,M,,/m/0x67,36.0,4.776712214616294
sandra_mccoy,1979-08-14,F,1.63,,22.0,4.776531170107038
tyler_perry,1969-09-13,M,1.96,/m/0x67,35.0,4.776227019836732
christopher_masterson,1980-01-22,M,1.78,,15.0,4.77557692494562
susanne_blakeslee,1956-01-27,F,,,51.0,4.775561978709978
robert_loggia,1930-01-03,M,1.79,/m/0xnvg,51.0,4.775226410788288
dave_sheridan,1969-03-10,M,1.83,,31.0,4.774696494255424
eleanor_bron,1938-03-14,F,,/m/041rx,57.0,4.7746630080643735
lili_mirojnick,1984-04-09,F,,,23.0,4.774546610313073
eric_lloyd,1986-05-19,M,1.753,,8.0,4.774506772526942
pedro_armendáriz_jr.,1940-04-06,M,,,58.0,4.774345132942046
spencer_pickren,,,,,,4.773972836450828
bradley_pickren,,,,,,4.773972836450828
samantha_morton,1977-05-13,F,1.6,/m/02w7gg,21.0,4.773854949700648
arielle_kebbel,1985-02-19,F,1.73,,20.0,4.77370229927907
angie_dickinson,1931-09-30,F,1.651,,48.0,4.773677572610814
tamer_hassan,1968-03-18,M,1.9,,36.0,4.773621943293264
ken_bevel,,M,,,,4.773438723384546
donnie_yen,1963-07-27,M,1.75,/m/03bx0k4,37.0,4.773290914105642
kris_marshall,1973-04-01,M,1.85,,29.0,4.773104130043539
peter_breitmayer,,,,,,4.772946690812538
ari_hoptman,,,,,,4.772946690812538
sari_lennick,,F,,,,4.772946690812538
aaron_wolff,,,,,,4.772946690812538
brent_braunschweig,,,,,,4.772946690812538
jessica_mcmanus,,,,,,4.772946690812538
david_kang,,,,,,4.772946690812538
amy_landecker,,,,,,4.772946690812538
jon_kaminski_jr.,,,,,,4.772946690812538
don_hood,1940-11-25,M,,,41.0,4.772839934877867
amandla_stenberg,1998-10-23,F,1.42,,12.0,4.772603798912054
olga_karlatos,1947-04-20,F,,,37.0,4.772591124844804
susan_moonsie,,F,,,,4.772591124844804
billy_sparks,,,,,,4.772591124844804
dez_dickerson,1955,M,,,29.0,4.772591124844804
brenda_bennett,,F,,/m/03vv99,,4.772591124844804
kim_upsher,,,,,,4.772591124844804
alan_leeds,1947-01-26,M,,,37.0,4.772591124844804
jill_jones,1962-07-11,F,,/m/0x67,22.0,4.772591124844804
apollonia_kotero,1959-08-02,F,1.62,,24.0,4.772591124844804
sandra_claire_gershman,,,,,,4.772591124844804
charles_huntsberry,,,,,,4.772591124844804
susan_yeagley,1972-02-27,F,1.72,/m/07hwkr,28.0,4.772572332015777
harry_singleton,,M,,,,4.7725178382432984
jane_kaczmarek,1955-12-21,F,1.689,,42.0,4.7725178382432984
natalie_ramsey,1975-10-10,F,,,23.0,4.7725178382432984
justin_nimmo,1974-09-05,M,,,24.0,4.7725178382432984
kevin_connors,,M,,,,4.7725178382432984
oscar_nunez,1958-11-18,M,,/m/04dbw3,41.0,4.772498059520978
sean_gregory_sullivan,,M,,,,4.772474346151514
jane_adams,1965-04-01,F,1.65,,30.0,4.772428530022767
christian_stolte,1962-10-16,M,,,30.0,4.772042303702336
john_edward_allen,,,,,,4.771833756127835
hy_pyke,1935-12-02,M,,,46.0,4.771833756127835
morgan_paull,1944-12-15,M,,,37.0,4.771833756127835
joanna_page,1978-03-23,F,1.575,,23.0,4.771721893279878
edi_gathegi,1979-03-10,M,1.85,/m/0x67,27.0,4.771689957463305
beverley_elliott,,F,,,,4.771661457521616
pam_grier,1949-05-26,F,1.727,/m/0x67,33.0,4.77137974477415
john_benjamin_hickey,1963-06-25,M,,,32.0,4.771342558883334
christopher_gaze,1952,M,,,41.0,4.77109680297778
campbell_lane,,M,,,,4.77109680297778
kristoffer_cooper,,,,,,4.77109680297778
jack_goth,,,,,,4.77109680297778
charles_hyatt,1931-02-14,M,,,62.0,4.77109680297778
larry_gilman,,M,,,,4.77109680297778
bill_dow,,M,,,,4.77109680297778
rawle_d._lewis,,M,,,,4.77109680297778
winston_stona,,,,,,4.77109680297778
bertina_macauley,,,,,,4.77109680297778
paul_coeur,,M,,,,4.77109680297778
pauline_stone_myrie,,,,,,4.77109680297778
kerwin_kerr,,,,,,4.77109680297778
noémie_lenoir,1979-09-19,F,1.765,,18.0,4.770634124857511
steven_tyler,1948-03-26,M,1.77,,56.0,4.770381302106617
julian_mcmahon,1968-07-27,M,1.88,,36.0,4.770330591744946
martina_gedeck,1961-09-14,F,,,44.0,4.770326702138415
rebecca_schull,1929-02-22,F,,,64.0,4.769936145738035
guy_torry,1969-01-05,M,,/m/0x67,29.0,4.769772001125353
c._ernst_harth,1970-02-02,M,1.99,,31.0,4.769585906144249
del_pentecost,1963-11-13,M,,,36.0,4.769484980114858
john_malkovich,1953-12-09,M,1.83,/m/0ffjqy,30.0,4.769234264044948
stanley_kubrick,1928-07-26,M,,/m/048z7l,58.0,4.769077512426637
jon_stafford,,M,,,,4.769077512426637
ian_tyler,,,,,,4.769077512426637
tim_colceri,1951-06-15,M,,,36.0,4.769077512426637
kieron_jecchinis,,M,,,,4.769077512426637
bruce_boa,1930-07-10,M,,,56.0,4.769077512426637
peter_kerwin,,M,,,,4.769000384453135
whitney_vance,1988-01-12,F,,,12.0,4.769000384453135
kenneth_lonergan,1962-10-16,M,,,38.0,4.769000384453135
daniel_travis,1968-03-10,M,,,35.0,4.768820735044446
carolyn_lawrence,1967-02-13,F,,,34.0,4.768630041782642
danny_glover,1946-07-22,M,1.92,/m/0x67,38.0,4.76845372816849
connie_ray,1953-07-10,F,,,43.0,4.7684070921409525
lane_smith,1936-04-29,M,,,54.0,4.768406136286049
bellina_logan,1966-09-28,F,,,28.0,4.768338839137689
domiziana_giordano,1959-09-04,F,,,35.0,4.768338839137689
lyla_hay_owen,,,,,,4.768338839137689
david_hasselhoff,1952-07-17,M,1.93,/m/01qhm_,49.0,4.768221165860757
jean_rochefort,1930-04-29,M,1.78,,71.0,4.768199667322123
david_j._steinberg,1964,M,,,24.0,4.768176056396714
samantha_davis,1971,F,,,17.0,4.768176056396714
jean_marsh,1934-07-01,F,1.676,,53.0,4.768176056396714
andrew_daly,1971-04-15,M,,,33.0,4.76809206302335
reg_rogers,1964-12-23,M,,,31.0,4.768024667886813
karen_kruper,,F,,,,4.767968924601594
mark_mcconchie,1958-09-20,M,,,41.0,4.767968924601594
frank__b._moore,,M,,,,4.767968924601594
larry_bagby,1974-03-07,M,1.829,,19.0,4.767829763310484
rachel_dratch,1966-02-22,F,1.52,,37.0,4.767789705950299
scott_speedman,1975-09-01,M,1.803,,25.0,4.767699486997833
benjamin_kimball_smith,,M,,,,4.7676383891088685
lawrence_hecht,,M,,,,4.7674917599715645
amanda_righetti,1983-04-04,F,1.74,/m/02ctzb,25.0,4.767348974975976
sergio_calderón,1945-07-21,M,,,51.0,4.7672796765242715
kate_burton,1957-09-10,F,,,28.0,4.767242662493525
kevin_collins,1972-03-17,M,1.83,,33.0,4.7671101866987895
burgess_jenkins,1973-10-24,,,,26.0,4.766969851867913
michael_rouby,,,,,,4.766969851867913
gregory_allen_howard,1962,M,,,38.0,4.766969851867913
jaimie_alexander,1984-03-12,F,1.75,,27.0,4.7667024462639915
josh_dallas,1981-12-18,M,,,29.0,4.7667024462639915
christian_campbell,1972-05-12,M,,/m/044038p,26.0,4.766646255232002
ritchie_singer,,,,,,4.7663634836663205
bob_penny,,M,,,,4.765858853534575
sadie_madison_sandler,2006-05-06,F,,,2.0,4.765806304428274
amir_ali_said,,,,,,4.765795934912787
philip_glenister,1963-02-10,M,1.829,/m/02w7gg,40.0,4.765613119388162
christopher_carley,1978-05-31,M,,,29.0,4.765498396921657
callum_keith_rennie,1960-09-14,M,1.791,/m/02rbdlq,38.0,4.765398971059183
paul_adelstein,1969-04-29,M,1.88,,31.0,4.765396826766987
august_schellenberg,1936-07-25,M,1.73,/m/01sq7s,56.0,4.765258134370998
scott_allen,,M,,,,4.7651720192284435
wendell_b._harris_jr.,1954-03-05,M,,,44.0,4.7651720192284435
paul_soileau,,M,,,,4.7651720192284435
vincent_kartheiser,1979-05-05,M,1.8,,13.0,4.764886606329378
maria_thayer,1975-10-30,F,1.63,,29.0,4.764221305720374
jimmy_donaldson,,M,,,,4.763975753610627
brayden_whisenhunt,1998-03-08,M,,,13.0,4.763975753610627
dustin_allen,,M,,,,4.763975753610627
tye_sheridan,1996-11-11,M,,,14.0,4.763975753610627
kameron_vaughn,,M,,,,4.763975753610627
michael_koeth,,M,,,,4.763975753610627
hunter_mccracken,,M,,,,4.763975753610627
jessica_fuselier,,F,,,,4.763975753610627
nicolas_gonda,,M,,,,4.763975753610627
cole_cockburn,1998-10-09,M,,,12.0,4.763975753610627
finnegan_williams,,M,,,,4.763975753610627
john_howell,,M,,,,4.763975753610627
laramie_eppler,,M,,,,4.763975753610627
kelly_koonce,,M,,,,4.763975753610627
bryce_boudoin,,M,,,,4.763975753610627
art_malik,1952-11-13,M,1.83,,32.0,4.76328186334155
shannon_cochran,1958-08-07,F,1.75,,44.0,4.763263865170114
pauley_perrette,1969-03-27,F,1.77,/m/07hwkr,33.0,4.763263865170114
rik_mayall,1958-03-07,M,1.82,,23.0,4.76320481916602
ll_cool_j,1968-01-14,M,1.87,,23.0,4.763075125061492
marco_sanchez,1970-01-09,M,,,32.0,4.7630565492939105
bill_mcmullen,,,,,,4.7628413557700995
hayley_marie_norman,1989-03-03,F,1.75,/m/0x67,19.0,4.7628413557700995
michael_mann,1943-02-05,M,1.73,/m/048z7l,65.0,4.7628413557700995
michelle_lemon,,F,,,,4.7628413557700995
sumalee_montano,,F,,,,4.7628413557700995
akiva_goldsman,1962-07-07,M,,,45.0,4.7628413557700995
brad_leland,1954-09-15,M,1.87,,53.0,4.7628413557700995
maetrix_fitten,1972-05-02,M,,,36.0,4.7628413557700995
dorothy_cecchi,,F,,,,4.7628413557700995
jason_behr,1973-12-30,M,1.83,/m/01g0y_,24.0,4.7626803956411665
lorena_gale,1958-05-09,F,1.511,,45.0,4.762137166644072
max_elliott_slade,1980-07-04,M,1.82,,12.0,4.761895606536066
efren_ramirez,1973-10-02,M,1.7,/m/02rdfpy,30.0,4.761864859550494
jack_thompson,1940-08-31,M,,,52.0,4.761727311560821
alan_arkin,1934-03-26,M,1.75,/m/041rx,48.0,4.761355117842741
reed_diamond,1967-07-20,M,1.854,,22.0,4.761206276819349
jo_anne_worley,1937-09-06,F,1.727,,54.0,4.761067298235225
joe_lo_truglio,1970-12-02,M,1.7,,30.0,4.761032040836977
maggie_mccarthy,,F,,,,4.760931611158246
kevyn_major_howard,,M,,,,4.76060849437976
leon_redbone,1949-08-26,M,,/m/0432mrk,54.0,4.760589834271557
daniel_tay,1991-12-17,M,,,11.0,4.760589834271557
charisma_carpenter,1970-07-23,F,1.71,/m/033tf_,40.0,4.75940669651228
jake_thomas,1990-01-30,M,1.73,,11.0,4.759397997944759
eileen_heckart,1919-03-29,F,,,67.0,4.759347517512983
hamilton_von_watts,,,,,,4.759201684319855
quinn_duffy,1970-01-01,M,,,26.0,4.759201684319855
lawrence_pressman,1939-07-10,M,,,59.0,4.759009558430966
tress_macneille,1951-06-20,F,,,37.0,4.7587127583668805
adoni_maropis,1963-07-20,M,,,38.0,4.758329469546566
george_lucas,1944-05-14,M,1.7,/m/02ctzb,40.0,4.758315274296998
bonnie_bartlett,1929-06-20,F,,,59.0,4.7580202158037785
rain,1982-06-25,M,1.8,/m/01xhh5,25.0,4.758007312870778
judie_aronson,1964-06-07,F,1.65,,19.0,4.757714057986577
roberts_blossom,1924-03-25,M,,,59.0,4.757565891199271
geraldine_brophy,,F,1.73,,,4.757400863887451
matt_mccoy,1956-05-20,M,1.85,,32.0,4.757103496015238
gabriel_jarret,1970-01-01,M,,,15.0,4.756792676023216
paul_butler,,M,,,,4.7567745813381475
robin_harris,1953-08-30,M,,/m/0x67,36.0,4.756646086963583
michael_york,1942-03-27,M,1.8,/m/02w7gg,55.0,4.756216712395564
julie_hagerty,1955-06-15,F,1.7,,25.0,4.756119328612729
francesco_guzzo,,M,,,,4.755462552869353
lou_cutell,1930,M,,,55.0,4.755226066845899
helena_mattsson,1984-03-30,F,1.7,,25.0,4.755075802851007
emmanuelle_seigner,1966-06-22,F,1.72,/m/03ts0c,21.0,4.755042639917766
melinda_bennett,,F,,,,4.755020802641463
charlyne_yi,1986-01-04,F,1.6002,,21.0,4.755020802641463
anne_carlisle,1956,F,,,29.0,4.754748263656512
neil_ross,1944-12-31,M,,,41.0,4.754712406048906
steven_strait,1986-03-23,M,1.88,,19.0,4.754464980080749
keke_palmer,1993-08-26,F,1.62,/m/0x67,12.0,4.754244110766576
david_calder,1946-08-01,M,,,53.0,4.754215359337953
dan_hicks,1951-07-19,M,,,30.0,4.754078697819527
orson_bean,1928-07-22,M,,,58.0,4.753937400279217
clint_dyer,1968-11-04,M,,,38.0,4.753936474176602
katie_lowes,,F,,,,4.753716587099408
teri_clark,1966-10-04,F,,,44.0,4.753716587099408
gabriel_basso,1994,M,1.8,,17.0,4.753716587099408
andrew_miller,,M,,,,4.753716587099408
james_hébert,1984-10-04,M,,,26.0,4.753716587099408
riley_griffiths,1997-05-14,M,,,14.0,4.753716587099408
ryan_lee,1996-10-04,M,1.52,,14.0,4.753716587099408
jade_griffiths,,F,,,,4.753716587099408
joel_courtney,1996-01-31,M,1.75,,15.0,4.753716587099408
jakob_miller,,M,,,,4.753716587099408
p._j._byrne,1974,M,,,34.0,4.753676202807547
