,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Review score,Movie votes,Movie director,Movie star,Movie budget,Movie gross,Movie company,Number of nomination,Nomination winner,Profitability,Log Profitability,Profitability score,Log Revenue,Revenue score,Oscar Multiplication Factor,Movie Success Index
24848,/m/02qcr,eyes_wide_shut,1999.0,162091208.0,159.0,"{""/m/02h40lc"": ""English Language""}","United States of America, United Kingdom","Thriller, Erotic Drama, Erotica, Mystery, Surrealism, Psychological thriller, Erotic thriller, Marriage Drama, Drama, Romance Film",7.4,313000.0,Stanley Kubrick,Tom Cruise,65000000.0,162242684.0,Warner Bros.,0.0,,2.4937108923076923,0.9137719192504385,4.930893369394067,8.209759461570787,7.6798139743612515,1.0,5.306998056251489
24894,/m/01hqk,batman_&_robin,1997.0,238207122.0,124.0,"{""/m/02h40lc"": ""English Language""}","United States of America, United Kingdom","Thriller, Crime Fiction, Science Fiction, Buddy film, Superhero movie, Master Criminal Films, Superhero, Action/Adventure, Fantasy, Action",3.8,238000.0,Joel Schumacher,Arnold Schwarzenegger,125000000.0,238235719.0,Warner Bros.,0.0,,1.905656976,0.6448268184162576,4.747050684775558,8.376954743852647,7.994014035152041,1.0,4.479498121579727
24906,/m/01k1k4,austin_powers:_the_spy_who_shagged_me,1999.0,312016858.0,95.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}",United States of America,"Parody, Time travel, Action, Comedy, Absurdism",6.6,221000.0,Jay Roach,Mike Myers,33000000.0,312016928.0,New Line Cinema,1.0,,9.455056303030304,2.2465496569346057,5.8419396629895335,8.494178060598124,8.214304779871954,1.0656623837592984,5.8821882845860145
24912,/m/02789mt,the_in_crowd,2000.0,5280035.0,105.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Psychological thriller, Teen",4.7,4400.0,Mary Lambert,Lori Heuring,24000000.0,5280035.0,Morgan Creek Entertainment,0.0,,0.22000145833333334,-1.514121103863867,3.271259600452205,6.7226368836224575,4.885153754182194,1.0,3.4117957392976317
24914,/m/083gcx,keeping_mum,2005.0,18575768.0,102.0,"{""/m/02h40lc"": ""English Language""}",United Kingdom,"Black comedy, Comedy",6.8,34000.0,Niall Johnson,Rowan Atkinson,169000.0,18586834.0,Summit Entertainment,0.0,,109.91578698224852,4.699714499703188,7.518848478608308,7.268946801735094,5.911801199845352,1.0,5.392581909967024
24917,/m/01hq1,batman_returns,1992.0,266822354.0,126.0,"{""/m/02h40lc"": ""English Language""}","United States of America, United Kingdom","Crime Fiction, Thriller, Superhero movie, Master Criminal Films, Superhero, Action/Adventure, Fantasy, Action",7.0,280000.0,Tim Burton,Michael Keaton,80000000.0,266892996.0,Warner Bros.,2.0,,3.335279425,1.2045564614649655,5.129664831378209,8.42622221297474,8.086599433387583,1.10407241596645,5.940521247541923
24919,/m/035zkg,the_jungle_book_2,2003.0,135703599.0,72.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Adventure, Children's/Family, Animation, Children's, Animated Musical, Music, Family Film, Family-Oriented Adventure",5.4,15000.0,Steve Trenbirth,John Goodman,20000000.0,186303759.0,Disney Television Animation,0.0,,6.78517995,1.9147408146742677,5.615125238216241,8.13259136895227,7.534796608674023,1.0,4.9779781171292745
24927,/m/01bb9r,three_kings,1999.0,107752036.0,112.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","United States of America, Australia","Crime Fiction, Adventure, Gulf War, Comedy-drama, Action/Adventure, Drama, Comedy, War film",7.1,163000.0,David O. Russell,George Clooney,75000000.0,107752036.0,Warner Bros.,0.0,,1.4366938133333333,0.36234451086067465,4.553954377695889,8.032425489036923,7.346560881391309,1.0,5.036144272544415
24957,/m/09zkzj,the_bedroom_window,1987.0,12640385.0,109.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Mystery, Psychological thriller, Erotic thriller, Suspense, Crime Thriller",6.4,5100.0,Curtis Hanson,Steve Guttenberg,8300000.0,12640385.0,De Laurentiis Entertainment Group (DEG),0.0,,1.522937951807229,0.420641332313057,4.59380431036724,7.101760336217759,5.597617707871049,1.0,4.3895981651067215
24988,/m/0298n7,seabiscuit,2003.0,148336445.0,140.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Sports, History, Period piece, Drama",7.3,68000.0,Gary Ross,Tobey Maguire,87000000.0,148336445.0,Universal Pictures,7.0,,1.7050166091954022,0.5335748521516114,4.671002226990894,8.171247869518174,7.607441450454253,1.1969871512778951,6.212320498524394
25036,/m/06v9zs,bio-dome,1996.0,13427615.0,95.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Gross out, Gross-out film, Comedy, Slapstick",4.4,26000.0,Jason Bloom,Pauly Shore,15000000.0,13427615.0,Metro-Goldwyn-Mayer (MGM),0.0,,0.8951743333333333,-0.11073679382828193,4.230570397742048,7.127998912895781,5.646926290474476,1.0,3.8216990727006266
25091,/m/04f52jw,how_to_train_your_dragon,2010.0,494878759.0,98.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Adventure, Computer Animation, Animation, Fantasy, Comedy, Family Film, Action",8.1,685000.0,Dean DeBlois,Jay Baruchel,165000000.0,494879471.0,DreamWorks Animation,2.0,,2.999265206060606,1.0983673273544055,5.057077171548568,8.694498814464325,8.59075555158877,1.10407241596645,6.3654115578940385
25092,/m/01s2xz,from_justin_to_kelly,2003.0,4928883.0,81.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Musical, Comedy, Beach Film, Romance Film, Teen",2.1,25000.0,Robert Iscove,Kelly Clarkson,12000000.0,4928883.0,19 Entertainment,0.0,,0.41074025,-0.8897942594128303,3.698030427685259,6.692748597267584,4.828986491198047,1.0,2.891564737287325
25103,/m/02f7v_,just_married,2003.0,101564939.0,95.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Romance Film, Comedy",5.5,69000.0,Shawn Levy,Ashton Kutcher,18000000.0,101564935.0,Twentieth Century Fox,0.0,,5.6424966111111114,1.7303266291087729,5.489065314272881,8.006743816291529,7.298298854929289,1.0,4.900461967376607
25136,/m/02pycz5,rambling_rose,1991.0,6266671.0,115.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Period piece, Drama",6.6,4700.0,Martha Coolidge,Laura Dern,7500000.0,6266621.0,Carolco Pictures,2.0,,0.8355561333333333,-0.1796577478853483,4.183458131405834,6.797036964156185,5.024969360863778,1.10407241596645,4.595546527710613
25155,/m/07j988,airborne,1993.0,2850263.0,91.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Action/Adventure, Action, Drama, Comedy, Adventure",6.3,6500.0,Rob Bowman,Shane McDermott,2600000.0,2850263.0,Icon Entertainment International,0.0,,1.096255,0.09189982569727513,4.36908662287517,6.4548850875289565,4.381983871268883,1.0,3.962299738360335
25179,/m/037992,scandal,1989.0,8800000.0,105.0,"{""/m/02h40lc"": ""English Language""}",United Kingdom,"Romance Film, Drama, Political drama, Indie",6.5,4800.0,Michael Caton-Jones,John Hurt,7000000.0,8800000.0,British Screen Productions,0.0,,1.2571428571428571,0.22884157242884745,4.462695832626132,6.944482721501812,5.302055324588763,1.0,4.294130324020171
25210,/m/0353tm,freddy_vs._jason,2003.0,114900000.0,96.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Italy, Canada","Thriller, Horror, Slasher, Teen",5.7,113000.0,Ronny Yu,Robert Englund,30000000.0,116632628.0,New Line Cinema,0.0,,3.83,1.3428648031925547,5.224208203871211,8.060320032468045,7.3989814229411275,1.0,4.902493095507455
25273,/m/01s31w,ishtar,1987.0,14375181.0,107.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Music, Adventure Comedy, Buddy film, Adventure, Comedy",4.5,11000.0,Elaine May,Warren Beatty,55000000.0,14375181.0,Columbia Pictures,0.0,,0.26136692727272726,-1.3418300073239788,3.3890325497474914,7.157613351872649,5.70257892851441,1.0,3.6256512139133323
25284,/m/04f285v,takers,2010.0,70587268.0,107.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Caper story, Action, Crime Fiction",6.2,60000.0,John Luessenhop,Chris Brown,32000000.0,80205382.0,Screen Gems,0.0,,2.205852125,0.7911138854929242,4.847048071055978,7.848726379499113,7.001346168414589,1.0,4.805550387051759
25299,/m/09jqv1,black_rain,1989.0,134212055.0,125.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Crime Fiction, Action/Adventure, Drama, Suspense, Action",6.6,51000.0,Ridley Scott,Michael Douglas,30000000.0,134212055.0,Paramount Pictures,2.0,,4.473735166666667,1.4982236674550866,5.330406794575104,8.127791529388142,7.525776558214154,1.10407241596645,5.723214782928929
25303,/m/0963mq,she_hate_me,2004.0,1522377.0,138.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}",United States of America,"LGBT, Sex comedy, Indie, Comedy-drama, Satire, Drama, Comedy",5.3,7500.0,Spike Lee,Anthony Mackie,8000000.0,1526951.0,40 Acres & A Mule Filmworks,0.0,,0.190297125,-1.6591686125188012,3.1721095385784603,6.182522499301798,3.8701492033872587,1.0,3.243832447750401
25319,/m/03b1y_,for_the_boys,1991.0,23202444.0,146.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Comedy-drama, Period piece, Drama, Comedy, War film, Musical Drama",6.4,5300.0,Mark Rydell,Bette Midler,40000000.0,23202444.0,All Girl Productions,1.0,,0.5800611,-0.5446218361624625,3.9339797896546695,7.365533751876206,6.093311259170913,1.0656623837592984,4.628855348341411
25336,/m/0qm8b,black_hawk_down,2001.0,172989651.0,140.0,"{""/m/028xxn"": ""Somali Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"History, Action/Adventure, Drama, War film, Action, Combat Films",7.7,372000.0,Ridley Scott,Josh Hartnett,92000000.0,172989651.0,Revolution Studios,4.0,"Pietro Scalia, Michael Minkler, Myron Nettinga, Chris Munro",1.8803222934782609,0.6314431948501541,4.7379020470845035,8.23802012501486,7.7329225432809565,1.1524633336279906,6.153959303085227
25386,/m/0hfzr,schindler's_list,1993.0,321306305.0,186.0,"{""/m/064_8sq"": ""French Language"", ""/m/05qqm"": ""Polish Language"", ""/m/03hkp"": ""Hebrew Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Tragedy, Biography, History, War film, Biopic [feature], Black-and-white, Period piece, Drama, Film adaptation, Biographical film",8.9,1200000.0,Steven Spielberg,Liam Neeson,22000000.0,322161245.0,Universal Pictures,12.0,"Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun, Janusz Kaminski, Steven Spielberg, Michael Kahn, John Williams, Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers, Steven Zaillian",14.604832045454545,2.681352435975878,6.139157607955262,8.506919249156025,8.238248530944373,1.2429796928507304,7.658835306554669
25400,/m/02825kb,forgetting_sarah_marshall,2008.0,105173115.0,111.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/03pmt"": ""Hawaiian language""}",United States of America,"Romantic comedy, Music, Romance Film, Drama, Comedy",7.1,271000.0,Nicholas Stoller,Kristen Bell,30000000.0,105833257.0,Universal Pictures,0.0,,3.5057705,1.2544103251437169,5.163743415107302,8.021904741101373,7.326789871134322,1.0,5.201349320147655
25428,/m/04wdyj,houseguest,1995.0,26325256.0,113.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Family Film, Comedy of Errors, Comedy, Domestic Comedy",6.0,6600.0,Randall Miller,Sinbad,10500000.0,26325256.0,Hollywood Pictures,0.0,,2.507167238095238,0.9191535254056692,4.934572071553237,7.420372619672796,6.196366652602048,1.0,4.55666284276348
25429,/m/0fphgb,lucky_numbers,2000.0,10890222.0,105.0,"{""/m/02h40lc"": ""English Language""}","France, United States of America","Crime Fiction, Comedy",5.0,9900.0,Nora Ephron,John Travolta,63000000.0,10890222.0,Paramount Pictures,0.0,,0.17286066666666666,-1.7552694039795176,3.106417962709248,7.03703677293097,5.475986599374682,1.0,3.6030732773835
25473,/m/04wdy5,the_affair_of_the_necklace,2001.0,471210.0,108.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Costume drama, Historical fiction, Period piece, Drama, Romantic drama, Romance Film, Political drama, Historical drama",6.1,5100.0,Charles Shyer,Hilary Swank,30000000.0,1198113.0,Alcon Entertainment,1.0,,0.015707,-4.153648806121242,1.4669588067110058,5.673215420114233,2.9130389724170938,1.0656623837592984,2.867057414590116
25476,/m/033f8n,the_dukes_of_hazzard,2005.0,111069515.0,107.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Australia","Buddy film, Chase Movie, Action Comedy, Action/Adventure, Comedy, Action",5.1,76000.0,Jay Chandrasekhar,Seann William Scott,50000000.0,111069515.0,Warner Bros.,0.0,,2.2213903,0.798133261125701,4.851846302578593,8.045594879376472,7.371309326376067,1.0,4.646483576107305
25477,/m/03nnz2,open_water,2003.0,54667954.0,81.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Natural horror films, Horror, Indie, Drama, Suspense, Disaster",5.7,52000.0,Chris Kentis,Blanchard Ryan,500000.0,54683487.0,Plunge Pictures LLC,0.0,,109.335908,4.6944248682192535,7.515232647534855,7.737732828257265,6.792762648164398,1.0,5.3742386827957915
25549,/m/0f858v,the_age_of_innocence,1993.0,32255440.0,139.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romance Film, Drama",7.2,56000.0,Martin Scorsese,Daniel Day-Lewis,34000000.0,32255440.0,Columbia Pictures,5.0,Gabriella Pescucci,0.9486894117647059,-0.0526738134290749,4.270260483787243,7.5086029839934305,6.362172681664537,1.1697347997257481,5.503697316154492
25571,/m/0p3_y,die_hard,1988.0,140767956.0,132.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Crime Fiction, Thriller, Action, Action/Adventure",8.2,810000.0,John McTiernan,Bruce Willis,28000000.0,141603197.0,Twentieth Century Fox,4.0,,5.027427,1.6149083224200176,5.410168872991856,8.14850380763405,7.564699899801083,1.1524633336279906,6.454904785977911
25613,/m/08j5d8,untamed_heart,1993.0,18898806.0,102.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Drama, Comedy, Medical fiction, Romantic drama, Romance Film",6.8,13000.0,Tony Bill,Christian Slater,7500000.0,18898806.0,Metro-Goldwyn-Mayer (MGM),0.0,,2.5198408,0.924195724924558,4.938018765666867,7.276434389905006,5.9258721749712935,1.0,4.673889463378685
25631,/m/03_gz8,elizabeth:_the_golden_age,2007.0,74237563.0,115.0,"{""/m/06mp7"": ""Swedish Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","France, United Kingdom, Germany","Biographical film, Biography, History, Historical fiction, Period piece, Drama, Biopic [feature], Romantic drama, Historical Epic, Romance Film",6.8,69000.0,Shekhar Kapur,Cate Blanchett,55000000.0,75782758.0,Universal Pictures,2.0,Alexandra Byrne,1.3497738727272728,0.2999370767368627,4.5112945553236345,7.870623712689319,7.04249651264452,1.10407241596645,5.3735883478925395
25673,/m/01719t,ali,2001.0,87713825.0,151.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Biography, Boxing, Sports, Period piece, Drama, Biographical film",6.8,95000.0,Michael Mann,Will Smith,107000000.0,87812729.0,Columbia Pictures,2.0,,0.8197553738317757,-0.19874930782686795,4.170407722150124,7.943068054965176,7.178636817779747,1.10407241596645,5.310292949608387
25711,/m/08521z1,rio,2011.0,484635760.0,96.0,"{""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Adventure, Computer Animation, Animation, Musical, Comedy, Family Film",6.9,212000.0,Carlos Saldanha,Jesse Eisenberg,90000000.0,483866518.0,Twentieth Century Fox Animation,1.0,,5.384841777777778,1.6835879281484238,5.457116160956904,8.68541545732924,8.57368574360689,1.0656623837592984,5.951324292533546
25723,/m/07b2jc,transporter_2,2005.0,85167639.0,87.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","United States of America, France","Thriller, Crime Thriller, Action Thrillers, Action, Martial Arts Film",6.3,195000.0,Louis Leterrier,Jason Statham,32000000.0,89083229.0,EuropaCorp,0.0,,2.66148871875,0.978885634940497,4.975403123469592,7.930274613088215,7.154594870180483,1.0,4.908399438222021
25742,/m/08720,wargames,1983.0,79567667.0,114.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Science Fiction",7.1,93000.0,John Badham,Matthew Broderick,12000000.0,79567667.0,United Artists,3.0,,6.630638916666666,1.8917011670760873,5.59937603641269,7.900736629776889,7.099085910684782,1.131324767518597,5.950281066691952
25748,/m/06rk_s,i'll_be_home_for_christmas,1998.0,12214338.0,86.0,"{""/m/02h40lc"": ""English Language""}",United States of America,Christmas movie,5.5,9600.0,Arlene Sanford,Jonathan Taylor Thomas,30000000.0,12214338.0,Walt Disney Pictures,0.0,,0.4071446,-0.8985868740821619,3.6920200639321648,7.086869969351207,5.569635134972966,1.0,3.9132634556934365
25785,/m/040fjs,big_momma's_house,2000.0,173959438.0,98.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Germany","Crime Fiction, Comedy of Errors, Action, Comedy, Slapstick",5.2,82000.0,Raja Gosnell,Martin Lawrence,30000000.0,173959438.0,Twentieth Century Fox,0.0,,5.798647933333333,1.7576247754343333,5.507725496183739,8.240447998443763,7.73748510012193,1.0,4.956658966965587
25791,/m/0cwfgz,lock_up,1989.0,22099847.0,100.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Crime Fiction, Thriller, Prison film, Action/Adventure, Drama, Crime Thriller, Action, Prison",6.4,39000.0,John Flynn,Sylvester Stallone,24000000.0,22099847.0,White Eagle,0.0,,0.9208269583333333,-0.08248314492512623,4.249883732130792,7.344389286672067,6.053575734568435,1.0,4.420968650675784
25793,/m/08hjr9,down_to_you,2000.0,24419914.0,92.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Romance Film, Drama, Comedy, Teen",5.0,15000.0,Kris Isacsson,Freddie Prinze Jr.,11000000.0,24419914.0,Open City Films,0.0,,2.219992181818182,0.7975036741744651,4.851415936102472,7.387744147934203,6.135049923661733,1.0,4.276210440733978
25800,/m/06mpjq,ferngully:_the_last_rainforest,1992.0,32710894.0,76.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Australia","Thriller, Social problem film, Adventure, Children's/Family, Animation, Fantasy, Children's Fantasy, Family Film",6.5,28000.0,Bill Kroyer,Samantha Mathis,24000000.0,32710894.0,FAI Films,0.0,,1.3629539166666667,0.3096543419202688,4.517936982023085,7.514692426981715,6.373616206451771,1.0,4.609634892772959
25809,/m/0dlngsd,sherlock_holmes:_a_game_of_shadows,2011.0,543848418.0,,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Crime Fiction, Adventure, Action/Adventure, Mystery, Period piece, Drama, Comedy, Crime Thriller, Action",7.5,429000.0,Guy Ritchie,Robert Downey Jr.,125000000.0,543848418.0,Warner Bros.,0.0,,4.350787344,1.470356827343008,5.311357870902024,8.735477870350456,8.667765032208361,1.0,5.714154412870908
25817,/m/047cdww,bottle_shock,2008.0,4628553.0,110.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Ensemble Film, Indie, Comedy-drama, Period piece, Drama, Comedy",6.8,16000.0,Randall Miller,Chris Pine,5000000.0,4629770.0,Shocking Bottle,0.0,,0.9257106,-0.07719362018053752,4.253499490240476,6.665445334882894,4.777677108636676,1.0,4.160729447685602
25856,/m/02qyyg5,whiteout,2009.0,17840867.0,101.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","France, United States of America, Canada","Thriller, Crime Thriller, Action, Mystery",5.5,38000.0,Dominic Sena,Kate Beckinsale,35000000.0,17976667.0,Warner Bros.,0.0,,0.5097390571428572,-0.6738563368637182,3.8456390186922715,7.2514159799975015,5.878856578558859,1.0,4.0428587672303165
25857,/m/08rcnn,chuck_&_buck,2000.0,1182065.0,97.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Drama, Black comedy, Comedy-drama, Comedy, Indie",6.6,5300.0,Miguel Arteta,Mike White,250000.0,1182065.0,Artisan Entertainment,0.0,,4.72826,1.5535572701315807,5.368231161087483,6.072641725813923,3.663656859593565,1.0,4.112928645790693
25869,/m/0bf1fd,the_pope_of_greenwich_village,1984.0,6836201.0,120.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Crime Fiction, Gangster Film, Crime Drama, Drama, Comedy, Coming of age, Action",6.7,8000.0,Stuart Rosenberg,Eric Roberts,8000000.0,6836201.0,United Artists,1.0,,0.854525125,-0.15720937369901336,4.1988031567025805,6.834814887019621,5.095963144290221,1.0656623837592984,4.487008300669395
25899,/m/05nxmf,varsity_blues,1999.0,54294169.0,104.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Sports, Drama, Coming of age, Comedy, Teen",6.5,43000.0,Brian Robbins,James Van Der Beek,16000000.0,54294169.0,MTV Films,0.0,,3.3933855625,1.2218281140352265,5.141471207350355,7.734753198414596,6.787163208605319,1.0,4.900017636467588
25906,/m/037s0_,baseketball,1998.0,7027290.0,108.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Parody, Absurdism, Sports, Gross-out film, Comedy, Gross out, Slapstick",6.5,58000.0,David Zucker,Trey Parker,25000000.0,7027290.0,Zucker Brothers Productions,0.0,,0.2810916,-1.2690746841202003,3.438765874119578,6.846787938036651,5.118463380577152,1.0,3.9560241913150844
25915,/m/02krdz,freddy_got_fingered,2001.0,14333252.0,93.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Absurdism, Screwball comedy, Surrealism, Action/Adventure, Gross-out film, Comedy, Gross out, Black comedy, Action",4.6,47000.0,Tom Green,Tom Green,14000000.0,14343028.0,New Regency Productions,0.0,,1.0238037142857144,0.023524822975489978,4.322347552253761,7.15634476678403,5.700194952683738,1.0,3.9103119013824994
25963,/m/025_5c,the_ninth_gate,1999.0,58401898.0,122.0,"{""/m/064_8sq"": ""French Language"", ""/m/04h9h"": ""Latin Language"", ""/m/02h40lc"": ""English Language"", ""/m/05zjd"": ""Portuguese Language"", ""/m/06nm1"": ""Spanish Language""}","France, Spain, United States of America","Thriller, Horror, Supernatural, Psychological thriller, Mystery, Fantasy, Drama",6.7,172000.0,Roman Polanski,Johnny Depp,38000000.0,58401898.0,Artisan Entertainment,0.0,,1.536892052631579,0.4297622295796821,4.600039078111382,7.766426968890012,6.846685824752299,1.0,4.813082972801831
26010,/m/033hmj,casino,1995.0,116112375.0,171.0,"{""/m/064_8sq"": ""French Language"", ""/m/032f6"": ""Persian Language"", ""/m/02h40lc"": ""English Language""}","United States of America, France","Crime Fiction, Biography, Gangster Film, Period piece, Drama, Film adaptation",8.2,480000.0,Martin Scorsese,Robert De Niro,52000000.0,116112375.0,Universal Pictures,1.0,,2.2329302884615383,0.8033147535894857,4.855388213109472,8.064878512090479,7.407547900146313,1.0656623837592984,5.756305495733539
26022,/m/04gcyg,2010:_the_year_we_make_contact,1984.0,40400657.0,116.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}",United States of America,"Thriller, Science Fiction, Adventure, Psychological thriller, Drama, Film adaptation",6.8,50000.0,Peter Hyams,Roy Scheider,28000000.0,40400657.0,Metro-Goldwyn-Mayer (MGM),0.0,,1.442880607142857,0.366641537035907,4.556891693993826,7.606388438463129,6.5459350182539096,1.0,4.740791479429366
26060,/m/01rcz0,love's_labour's_lost,2000.0,299792.0,93.0,"{""/m/02h40lc"": ""English Language""}","United States of America, France, Canada, United Kingdom","Romantic comedy, Romance Film, Musical, Comedy, Jukebox musical",6.0,4400.0,Kenneth Branagh,Alessandro Nivola,13000000.0,299792.0,Pathé Pictures International,0.0,,0.023060923076923076,-3.769615735587517,1.7294721242997089,5.476821488095767,2.543967641354546,1.0,2.6365631343831915
26071,/m/080cw8,license_to_drive,1988.0,22433275.0,90.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Buddy film, Comedy, Teen",6.3,19000.0,Greg Beeman,Corey Haim,8000000.0,22433275.0,Twentieth Century Fox,0.0,,2.804159375,1.0311038060021789,5.011097875759454,7.350892699567519,6.065797208160338,1.0,4.613530623497541
26091,/m/05dy7p,kundun,1997.0,5684789.0,119.0,"{""/m/01kbdv"": ""Tibetan languages"", ""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language""}",United States of America,"Biography, History, Epic, Hagiography, Drama, War film, Biographical film, Historical Epic",7.0,27000.0,Martin Scorsese,Tenzin Thuthob Tsarong,28000000.0,5684789.0,De Fina-Cappa,4.0,,0.20302817857142857,-1.5944104988769705,3.2163762139178447,6.754714426187218,4.945435154986769,1.1524633336279906,4.5698711353172055
26119,/m/02ndy4,a_league_of_their_own,1992.0,132440069.0,128.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Ensemble Film, Americana, Comedy-drama, Sports, Drama, Comedy, Feminist Film",7.3,97000.0,Penny Marshall,Tom Hanks,40000000.0,132440069.0,Columbia Pictures,0.0,,3.311001725,1.1972507795556109,5.124670889599686,8.122019401622508,7.514929344883114,1.0,5.291088065655184
26129,/m/0hmk4,fly_away_home,1996.0,25143818.0,107.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Drama, Family Film, Family Drama, Coming of age, Adventure",6.8,24000.0,Carroll Ballard,Jeff Daniels,22000000.0,25143818.0,Columbia Pictures,1.0,,1.142900818181818,0.1335696078034042,4.397570817553186,7.400431241713622,6.158892017663114,1.0656623837592984,4.889056108027228
26146,/m/017zss,whale_rider,2002.0,41442113.0,101.0,"{""/m/0dds9"": ""M\u0101ori language"", ""/m/02h40lc"": ""English Language""}","Australia, New Zealand, Germany","Indie, World cinema, Family Drama, Childhood Drama, Coming of age, Drama, Family Film, Feminist Film",7.5,40000.0,Niki Caro,Keisha Castle-Hughes,3500000.0,41062976.0,South Pacific Pictures,0.0,,11.840603714285715,2.4715346175381847,5.995732533831428,7.617441901059518,6.566707127205402,1.0,5.317483105090313
26163,/m/043s2w5,the_haunting_in_connecticut,2009.0,77527732.0,102.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Canada","Thriller, Horror, Supernatural, Psychological thriller, Drama, Haunted House Film",5.9,60000.0,Peter Cornwell,Virginia Madsen,10000000.0,77578320.0,Lionsgate,0.0,,7.7527732,2.048050611616626,5.706251757642756,7.889457084885476,7.077888938843198,1.0,4.995559395016066
26175,/m/073f2t,deuces_wild,2002.0,6282446.0,98.0,"{""/m/02h40lc"": ""English Language""}","United States of America, Germany","Crime Fiction, Indie, Period piece, Drama, Coming of age, Action",5.6,7100.0,Scott Kalvert,Stephen Dorff,10000000.0,6282446.0,CineWild,0.0,,0.6282446,-0.4648256978997923,3.9885260008884775,6.798128833483534,5.027021245368809,1.0,3.86835322895204
26246,/m/06fht6,desperately_seeking_susan,1985.0,27398584.0,104.0,"{""/m/02h40lc"": ""English Language""}",United States of America,"Romantic comedy, Screwball comedy, Mystery, Drama, Comedy, Romance Film, Feminist Film",6.0,22000.0,Susan Seidelman,Rosanna Arquette,4500000.0,27398584.0,Orion Pictures,0.0,,6.088574222222222,1.8064139364502367,5.541076281580565,7.437728134259795,6.228981829680416,1.0,4.7356162711530745
